group	level	cvar	value	source
TextureQuality	3	r.Streaming.MaxNumTexturesToStreamPerFrame	0	engine
TextureQuality	3	r.Streaming.MipBias	0	engine
TextureQuality	3	r.Streaming.PoolSize	1000	game
TextureQuality	3	r.VT.MaxAnisotropy	8	engine
TextureQuality	Cine	r.MaxAnisotropy	8	engine
TextureQuality	Cine	r.Streaming.AmortizeCPUToGPUCopy	0	engine
TextureQuality	Cine	r.Streaming.Boost	1	engine
TextureQuality	Cine	r.Streaming.LimitPoolSizeToVRAM	0	game
TextureQuality	Cine	r.Streaming.MaxEffectiveScreenSize	0	engine
TextureQuality	Cine	r.Streaming.MaxNumTexturesToStreamPerFrame	0	engine
TextureQuality	Cine	r.Streaming.MipBias	0	engine
TextureQuality	Cine	r.Streaming.PoolSize	3000	game
TextureQuality	Cine	r.VT.MaxAnisotropy	8	engine
VideoQuality	0	FG.UpScalingMethod	0	game
VideoQuality	0	r.AntiAliasingMethod	1	game
VideoQuality	0	r.VolumetricCloud	0	game
VideoQuality	0	sg.AntiAliasingQuality	0	game
VideoQuality	0	sg.CloudQuality	-1	game
VideoQuality	0	sg.EffectsQuality	0	game
VideoQuality	0	sg.FoliageLoadDistance	0	game
VideoQuality	0	sg.FoliageQuality	0	game
VideoQuality	0	sg.GlobalIlluminationQuality	1	game
VideoQuality	0	sg.PoolLightQuality	0	game
VideoQuality	0	sg.PostProcessQuality	0	game
VideoQuality	0	sg.ShadowQuality	0	game
VideoQuality	0	sg.TSRPreset	4	game
VideoQuality	0	sg.TextureQuality	0	game
VideoQuality	0	sg.ViewDistanceQuality	0	game
VideoQuality	1	FG.UpScalingMethod	0	game
VideoQuality	1	r.AntiAliasingMethod	2	game
VideoQuality	1	sg.AntiAliasingQuality	1	game
VideoQuality	1	sg.CloudQuality	1	game
VideoQuality	1	sg.EffectsQuality	1	game
VideoQuality	1	sg.FoliageLoadDistance	1	game
VideoQuality	1	sg.FoliageQuality	1	game
VideoQuality	1	sg.GlobalIlluminationQuality	1	game
VideoQuality	1	sg.PoolLightQuality	1	game
VideoQuality	1	sg.PostProcessQuality	1	game
VideoQuality	1	sg.ShadowQuality	1	game
VideoQuality	1	sg.TSRPreset	4	game
VideoQuality	1	sg.TextureQuality	1	game
VideoQuality	1	sg.ViewDistanceQuality	1	game
VideoQuality	2	FG.UpScalingMethod	2	game
VideoQuality	2	r.AntiAliasingMethod	2	game
VideoQuality	2	sg.AntiAliasingQuality	2	game
VideoQuality	2	sg.CloudQuality	2	game
VideoQuality	2	sg.EffectsQuality	2	game
VideoQuality	2	sg.FoliageLoadDistance	1	game
VideoQuality	2	sg.FoliageQuality	2	game
VideoQuality	2	sg.GlobalIlluminationQuality	1	game
VideoQuality	2	sg.PoolLightQuality	2	game
VideoQuality	2	sg.PostProcessQuality	2	game
VideoQuality	2	sg.ShadowQuality	2	game
VideoQuality	2	sg.TSRPreset	1	game
VideoQuality	2	sg.TextureQuality	2	game
VideoQuality	2	sg.ViewDistanceQuality	2	game
VideoQuality	3	FG.UpScalingMethod	2	game
VideoQuality	3	r.AntiAliasingMethod	2	game
VideoQuality	3	sg.AntiAliasingQuality	3	game
VideoQuality	3	sg.CloudQuality	3	game
VideoQuality	3	sg.EffectsQuality	3	game
VideoQuality	3	sg.FoliageLoadDistance	2	game
VideoQuality	3	sg.FoliageQuality	3	game
VideoQuality	3	sg.GlobalIlluminationQuality	1	game
VideoQuality	3	sg.PoolLightQuality	3	game
VideoQuality	3	sg.PostProcessQuality	3	game
VideoQuality	3	sg.ShadowQuality	3	game
VideoQuality	3	sg.TSRPreset	1	game
VideoQuality	3	sg.TextureQuality	3	game
VideoQuality	3	sg.ViewDistanceQuality	3	game
VideoQuality	4	FG.ConveyorVisualQuality	3	game
VideoQuality	4	FG.UpScalingMethod	3	game
VideoQuality	4	r.AntiAliasingMethod	2	game
VideoQuality	4	sg.AntiAliasingQuality	3	game
VideoQuality	4	sg.CloudQuality	3	game
VideoQuality	4	sg.DistanceFieldTraceDistance	2	game
VideoQuality	4	sg.EffectsQuality	2	game
VideoQuality	4	sg.FoliageLoadDistance	2	game
VideoQuality	4	sg.FoliageQuality	3	game
VideoQuality	4	sg.GlobalIlluminationQuality	1	game
VideoQuality	4	sg.PoolLightQuality	3	game
VideoQuality	4	sg.PostProcessQuality	3	game
VideoQuality	4	sg.ShadowQuality	2	game
VideoQuality	4	sg.TSRPreset	1	game
VideoQuality	4	sg.TextureQuality	3	game
VideoQuality	4	sg.ViewDistanceQuality	3	game
VideoQuality	5	FG.ConveyorVisualQuality	3	game
VideoQuality	5	FG.UpScalingMethod	3	game
VideoQuality	5	r.AntiAliasingMethod	1	game
VideoQuality	5	r.VolumetricCloud	0	game
VideoQuality	5	sg.AntiAliasingQuality	1	game
VideoQuality	5	sg.CloudQuality	1	game
VideoQuality	5	sg.DistanceFieldTraceDistance	2	game
VideoQuality	5	sg.EffectsQuality	1	game
VideoQuality	5	sg.FoliageLoadDistance	1	game
VideoQuality	5	sg.FoliageQuality	1	game
VideoQuality	5	sg.GlobalIlluminationQuality	1	game
VideoQuality	5	sg.PoolLightQuality	1	game
VideoQuality	5	sg.PostProcessQuality	1	game
VideoQuality	5	sg.ShadowQuality	1	game
VideoQuality	5	sg.TSRPreset	4	game
VideoQuality	5	sg.TextureQuality	3	game
VideoQuality	5	sg.ViewDistanceQuality	1	game
ViewDistanceQuality	0	r.SkeletalMeshLODBias	2	engine
ViewDistanceQuality	0	r.ViewDistanceScale	0.4	engine
ViewDistanceQuality	1	r.SkeletalMeshLODBias	1	engine
ViewDistanceQuality	1	r.ViewDistanceScale	0.6	engine
ViewDistanceQuality	2	r.SkeletalMeshLODBias	0	engine
ViewDistanceQuality	2	r.ViewDistanceScale	0.8	engine
ViewDistanceQuality	3	r.SkeletalMeshLODBias	0	engine
ViewDistanceQuality	3	r.ViewDistanceScale	1.0	engine
ViewDistanceQuality	Cine	r.SkeletalMeshLODBias	0	engine
ViewDistanceQuality	Cine	r.ViewDistanceScale	10.0	engine
